X,Y,raw,label
70.78195276260732,75.58002913890462,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111111111111111111111111001111111111111111111111111000111111111100111111111111100011111111100001111111111100001111111110000011111111110000111111111000001111111110000011111111100000001111111000001111111100000000011111000001111111110000000000111100000111111111000001000001100000111111111100001111000010000011111111110000011100001000011111111111000001110000000001111111111100011111100000001111111111110001111111000001111111111111000111111111001111111111111100011111111111111111111111110001111111111111111111111111001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,5
75.19548952774483,31.174385940140255,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000011111111111111111000000000000111111111111111000000000000011111111111111000000011100001111111111111000001111110000111111111110000001111111000011111111111000000111111100001111111111000000011111110000111111111000000111111111000111111111000000011111111000111111111100000001111111000011111111110000000111111000011111111111000000111111000001111111111100000011111100011111111111111100000000000011111111111111110000000000001111111111111111111100000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0
71.65874988404265,141.48951318381734,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111000000000001111111111111111100000000000111111111111111111111111110011111111111111111111111111001111111111111111111111111100111111111111111111111111100011111111111111111111111110001111111111111111111111111000111111111111111111111111100111111111111111111111111110011111111111111111111111111001111111111111111111111111000111111111111111111111111100011111111111111111111111110000000000001111111111111100000000000000111111111100000000000000000011111111000000000011111111111111111100000000111111111111111111110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,4
134.68730337403304,65.59282958980677,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111100000111111111111111111110000000011111111111111111100000000001111111111111111100000000111111111111111111000000000011111111111111111000000001111111111111111110000000011111111111111111110000000111111111111111111100000000111111111111111111100000001111111111111111111110000011111111111111111111111000011111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1
69.4752988504902,117.71125549654926,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111111000001111111111111111111111000000111111111111111111110000000011111111111111111111000010001111111111111111111000001000111111111111111111000001100011111111111111111100001100000010001111111111110001100000000000000111111111000110000000000000001111111100000000000000000000111111110000000011111111100011111111000000011111111111001111111100000111111111111111111111110000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,9
98.80074434571064,105.9031847769623,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000111111111111111111111100000011111111111111111111100000001111111111111111111100000000111111111111100001110000000011111111111110000110000000001111111111110000011000010001111111111111000001100010000111111111111000001100010000011111111111100000110000000011111111111100000111000000011111111111110000111100000011111111111111000000000000011111111111111100000000000000111111111111110000000000000011111111111111110000000100001111111111111111111111111000011111111111111111111111110001111111111111111111111111000111111111111111111111111100011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,2
134.93400468177663,109.42118889628905,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001001111111111111111111111000000011111111111111111111100000000000000001111111111110000000000000000000011111111000000000000000000001111111111111000000000000000111111111111111111111000000011111111111111111111111100001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1
89.66205825385333,63.872584549955434,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000011111111111111111111111000000111111111111111111111100000011111111111111111001110000001111111110000111000011110000111111111000011100001111000011111111000001110000111100001111111100000111000011110000111111110000111100001110000111111111000011100000111000011111111100001110000011000001111111110000110000000000001111111111000000000000000000111111111100000000000000000111111111110000000001000000111111111111000000000111111111111111111100000000111111111111111111111000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,3
139.13815987575313,106.26920643637051,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000001111111111111111111110000000000000011111111111111000000000000000000001111111110000000000000000000111111111111111111110000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1
47.83123446671231,94.7033775930924,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111111111111111111111110000011111111111111111111111000011111111111111111111111000011111111111111111111111000001111000111111111111111000000110000011111111111100000000000000001111111111110000010000000011111111111111000011000000011111111111111111111100000111111111111111111111100000011111111111111111111000000001111111111111111111000001000111111111111111110000001101111111111111111100000011111111111111111111100000001111111111111111111100000111111111111111111111110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,4
